time_s,yaw,pitch,roll,label,subject_id,scenario,source_file
0.0,7.108614844974311,18.811463419101173,-10.89889515467538,1,synthetic,Pronation synthétique,generated_pronation.csv
0.02,7.198421869534754,18.66200187977712,-10.21593783510369,1,synthetic,Pronation synthétique,generated_pronation.csv
0.04,7.026808651361044,18.44710324356504,-10.741881805177835,1,synthetic,Pronation synthétique,generated_pronation.csv
0.06,6.842518766612393,18.955394747126203,-10.90879228413483,1,synthetic,Pronation synthétique,generated_pronation.csv
0.08,6.974763162601578,18.564069182054997,-10.656275715823856,1,synthetic,Pronation synthétique,generated_pronation.csv
0.1,6.814517118822045,18.583979179238582,-11.04988175604047,1,synthetic,Pronation synthétique,generated_pronation.csv
0.12,7.131238836195992,18.327471803539858,-10.61857167359633,1,synthetic,Pronation synthétique,generated_pronation.csv
0.14,7.517030421290258,18.514133748564717,-10.546972842618302,1,synthetic,Pronation synthétique,generated_pronation.csv
0.16,6.969141243593605,18.953530797296423,-10.705809735019635,1,synthetic,Pronation synthétique,generated_pronation.csv
0.18,6.9317692490852645,18.28002938596588,-10.505324734621595,1,synthetic,Pronation synthétique,generated_pronation.csv
0.2,7.265656352223072,18.750040738096033,-10.775029196561277,1,synthetic,Pronation synthétique,generated_pronation.csv
0.22,7.22605922846454,18.99160479108425,-10.705124287741137,1,synthetic,Pronation synthétique,generated_pronation.csv
0.24,7.1503779661149,18.667076343350825,-11.152491262792312,1,synthetic,Pronation synthétique,generated_pronation.csv
0.26,6.839381242237789,18.855701884149312,-10.73639749452094,1,synthetic,Pronation synthétique,generated_pronation.csv
0.28,7.108833513044127,18.452090091282294,-11.017113450142338,1,synthetic,Pronation synthétique,generated_pronation.csv
0.3,7.325105754326814,19.18355044892876,-10.928201149219223,1,synthetic,Pronation synthétique,generated_pronation.csv
0.32,6.7122403654117395,19.124691827085186,-10.8313937305069,1,synthetic,Pronation synthétique,generated_pronation.csv
0.34,6.977042800509724,18.86933448457394,-10.78306775890716,1,synthetic,Pronation synthétique,generated_pronation.csv
0.36,6.5428814462338005,18.276870154379125,-11.345050571224416,1,synthetic,Pronation synthétique,generated_pronation.csv
0.38,6.725171644308264,18.493514341739715,-11.365509246737124,1,synthetic,Pronation synthétique,generated_pronation.csv
0.4,6.558605172451038,19.105016197592352,-10.999548625527918,1,synthetic,Pronation synthétique,generated_pronation.csv
0.42,7.039603466476916,19.332607145394977,-10.823956949068137,1,synthetic,Pronation synthétique,generated_pronation.csv
0.44,6.7286983702231735,18.91420959465505,-10.873380247381586,1,synthetic,Pronation synthétique,generated_pronation.csv
0.46,7.1893593235896285,19.205262427532986,-10.786967384365735,1,synthetic,Pronation synthétique,generated_pronation.csv
0.48,7.153610312460633,18.656111798861993,-10.679542425536555,1,synthetic,Pronation synthétique,generated_pronation.csv
0.5,7.049368613529737,18.78765977968815,-11.006348911902831,1,synthetic,Pronation synthétique,generated_pronation.csv
0.52,6.350694053797621,18.849337215588548,-11.171909054354419,1,synthetic,Pronation synthétique,generated_pronation.csv
0.54,6.946598854721907,18.981764300414987,-11.568400033281334,1,synthetic,Pronation synthétique,generated_pronation.csv
0.56,7.096311996778664,18.40243591153129,-11.537319155875213,1,synthetic,Pronation synthétique,generated_pronation.csv
0.58,7.149369117099348,19.148215008065918,-11.488029583533942,1,synthetic,Pronation synthétique,generated_pronation.csv
0.6,6.659379622542759,19.266626917656225,-11.242359867673967,1,synthetic,Pronation synthétique,generated_pronation.csv
0.62,6.977588129337173,18.529291328674155,-11.348723409615507,1,synthetic,Pronation synthétique,generated_pronation.csv
0.64,6.8269451250813935,18.468185877012193,-11.36810473241625,1,synthetic,Pronation synthétique,generated_pronation.csv
0.66,6.877194350375203,18.980855818829326,-11.507165745144865,1,synthetic,Pronation synthétique,generated_pronation.csv
0.68,7.437495917101305,18.6796947199432,-11.21257512187092,1,synthetic,Pronation synthétique,generated_pronation.csv
0.7000000000000001,6.87757539473852,18.167232899383503,-11.438057237616942,1,synthetic,Pronation synthétique,generated_pronation.csv
0.72,7.110071599223173,19.12142698654923,-11.344042020495188,1,synthetic,Pronation synthétique,generated_pronation.csv
0.74,7.3860965775943175,18.926375683313765,-11.45609983310837,1,synthetic,Pronation synthétique,generated_pronation.csv
0.76,6.946002286669479,18.737648464083826,-11.650333090432364,1,synthetic,Pronation synthétique,generated_pronation.csv
0.78,7.0866528368399715,19.516841189397365,-11.943419342728395,1,synthetic,Pronation synthétique,generated_pronation.csv
0.8,7.153133603928442,18.928301609377254,-11.440985915542896,1,synthetic,Pronation synthétique,generated_pronation.csv
0.8200000000000001,7.137051508122978,18.665798057347033,-11.663786206051098,1,synthetic,Pronation synthétique,generated_pronation.csv
0.84,6.7481967754731516,18.928735752502458,-11.823881860271385,1,synthetic,Pronation synthétique,generated_pronation.csv
0.86,7.137750501399977,18.59237417575637,-12.150007529264235,1,synthetic,Pronation synthétique,generated_pronation.csv
0.88,7.521638285955232,18.682391155725888,-11.32383408012393,1,synthetic,Pronation synthétique,generated_pronation.csv
0.9,6.649132026453774,19.032914674206882,-12.577109983771606,1,synthetic,Pronation synthétique,generated_pronation.csv
