time_s,yaw,pitch,roll,label,subject_id,scenario,source_file
0.0,6.680384107501722,18.516210184423993,19.44082974418869,1,synthetic,Supination synthétique,generated_supination.csv
0.02,7.294482241374765,18.314986009474648,19.079452887494185,1,synthetic,Supination synthétique,generated_supination.csv
0.04,7.13141146881985,19.214479179131015,19.658964017323044,1,synthetic,Supination synthétique,generated_supination.csv
0.06,7.09388303396141,18.109968453147467,19.593465297981822,1,synthetic,Supination synthétique,generated_supination.csv
0.08,7.013883966777903,19.164956638101167,19.245230439408395,1,synthetic,Supination synthétique,generated_supination.csv
0.1,7.035977598174105,18.328287900584815,19.283814035640408,1,synthetic,Supination synthétique,generated_supination.csv
0.12,7.444431922271165,18.77845992999292,18.972526087126653,1,synthetic,Supination synthétique,generated_supination.csv
0.14,7.314006216929844,19.427022907126005,19.421390782783792,1,synthetic,Supination synthétique,generated_supination.csv
0.16,6.8377178456723735,18.14188661248221,19.72752694706203,1,synthetic,Supination synthétique,generated_supination.csv
0.18,7.605770659547482,18.371801718786955,19.78658453826901,1,synthetic,Supination synthétique,generated_supination.csv
0.2,6.749883645692187,19.16816381963665,19.66335681651965,1,synthetic,Supination synthétique,generated_supination.csv
0.22,7.338268185061019,18.837804870137454,19.758999097853145,1,synthetic,Supination synthétique,generated_supination.csv
0.24,7.194436984964472,18.6299994366692,19.324443561658608,1,synthetic,Supination synthétique,generated_supination.csv
0.26,7.498718088387469,18.78491719172501,19.385275729245798,1,synthetic,Supination synthétique,generated_supination.csv
0.28,7.245180874346043,18.513833917369897,19.919015728109663,1,synthetic,Supination synthétique,generated_supination.csv
0.3,7.4541823916877,18.83705178643019,19.714289882287574,1,synthetic,Supination synthétique,generated_supination.csv
0.32,7.129136333321154,19.24457638636739,19.336978090581823,1,synthetic,Supination synthétique,generated_supination.csv
0.34,7.427203256872865,18.696728662092212,19.78338183671808,1,synthetic,Supination synthétique,generated_supination.csv
0.36,7.237708971526972,18.85492263380124,19.90262424168558,1,synthetic,Supination synthétique,generated_supination.csv
0.38,7.777931473126191,19.171841350117063,19.916350414510585,1,synthetic,Supination synthétique,generated_supination.csv
0.4,6.923682748391056,19.407244387419343,19.747770043461433,1,synthetic,Supination synthétique,generated_supination.csv
0.42,7.489741287888332,18.65634149098032,19.61740901544153,1,synthetic,Supination synthétique,generated_supination.csv
0.44,7.269719778276191,18.924257379858492,19.923902403479634,1,synthetic,Supination synthétique,generated_supination.csv
0.46,7.182424950086218,18.67617924893443,20.40452649200139,1,synthetic,Supination synthétique,generated_supination.csv
0.48,6.958222357063473,18.659523960044496,19.937146063058897,1,synthetic,Supination synthétique,generated_supination.csv
0.5,7.261282792571062,18.737419086831554,19.768203016501303,1,synthetic,Supination synthétique,generated_supination.csv
0.52,6.685311895006701,18.67361867528487,20.09313766912754,1,synthetic,Supination synthétique,generated_supination.csv
0.54,6.719390882115696,18.356546106774402,19.696855866232916,1,synthetic,Supination synthétique,generated_supination.csv
0.56,7.346266742520019,18.28656776139992,20.156599774483436,1,synthetic,Supination synthétique,generated_supination.csv
0.58,6.670782962053589,18.661805767826422,20.09418386105051,1,synthetic,Supination synthétique,generated_supination.csv
0.6,7.571452585302831,18.919316663119808,20.475248700586203,1,synthetic,Supination synthétique,generated_supination.csv
0.62,7.060615107211382,19.241592326606355,20.31323504362158,1,synthetic,Supination synthétique,generated_supination.csv
0.64,7.217504499275228,18.729503820838506,20.57761042279323,1,synthetic,Supination synthétique,generated_supination.csv
0.66,7.16460184119967,18.837121266316142,21.072450887520166,1,synthetic,Supination synthétique,generated_supination.csv
0.68,7.267571893784481,19.080826912444234,20.23251733658394,1,synthetic,Supination synthétique,generated_supination.csv
0.7000000000000001,7.05841296438999,19.106666709887307,20.143851102404035,1,synthetic,Supination synthétique,generated_supination.csv
0.72,7.031942752416775,18.85576769167225,20.48801704227909,1,synthetic,Supination synthétique,generated_supination.csv
0.74,7.105396329061744,18.874657968373477,20.436964056850226,1,synthetic,Supination synthétique,generated_supination.csv
0.76,7.4583471673911035,19.441702669420767,20.453411799388213,1,synthetic,Supination synthétique,generated_supination.csv
0.78,7.482680501102159,18.795119054134208,20.376886718155177,1,synthetic,Supination synthétique,generated_supination.csv
0.8,7.524729568636582,18.75325921082362,20.698861148907625,1,synthetic,Supination synthétique,generated_supination.csv
0.8200000000000001,7.2501271544061945,18.424583528372732,20.755621901871653,1,synthetic,Supination synthétique,generated_supination.csv
0.84,7.078187262606736,19.036264503934056,20.039390126481916,1,synthetic,Supination synthétique,generated_supination.csv
