time_s,yaw,pitch,roll,label,subject_id,scenario,source_file
0.0,7.0398875559807506,27.144418459124445,2.2935081854992503,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.02,7.5139366833688035,26.668360922074896,1.9732141473893057,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.04,7.031846541252244,26.935534733875954,2.466752745918616,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.06,7.224540048460636,26.739045748019958,2.2263774496952866,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.08,6.789632265145458,26.8164227696643,2.4616641646884223,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.1,6.7275281910551215,26.76350020809927,2.174676863109903,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.12,6.884630986934278,26.598037702275334,2.2261740321208223,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.14,7.181981641120259,27.232287829212552,2.5757179585642094,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.16,6.910881955460575,26.995262786639227,2.8325801568514053,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.18,6.512323706436582,27.232650443503907,2.0087162077420837,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.2,7.263874583335981,26.62266308972632,2.328216680290213,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.22,7.066986179869285,26.343283337784236,2.50191531111796,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.24,7.031470132734126,26.72930821563746,2.33719904564627,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.26,6.928621204136818,26.876386376199424,2.250166608098511,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.28,6.42334291239032,27.154844911192363,3.0303413787776887,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.3,7.604495408547772,27.23476698171481,2.129076608152846,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.32,6.9665871320026245,27.284834713849865,2.4901236923859202,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.34,7.275517545266398,27.38037225806949,2.2364898121368566,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.36,7.540918220246607,27.144787955722965,2.3554948008864476,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.38,7.45864490095552,26.965270418343305,1.7006885607769082,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.4,7.172529735627221,26.71013080040657,2.6543928376372903,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.42,7.112111181625724,27.139695247243566,2.3272734817039424,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.44,7.20241186599157,26.793632213692685,2.1021056198330297,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.46,7.386426625715519,26.70724863655977,2.891199108336047,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.48,7.284105567539936,27.119859415006175,2.3098980572463086,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.5,6.967134163336651,27.01484780247661,2.2092839323233036,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.52,7.243609992551503,27.204134526792497,2.1392690135089563,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.54,7.223851274237231,26.744338337929097,2.7138305867370804,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.56,7.324148136314035,27.30270921913897,2.404722261530539,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.58,7.177889154290208,27.066251724947325,2.305532396985543,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.6,7.539625047486927,26.912633648853163,2.0047087101547962,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.62,7.182358068540396,26.741377994335345,2.1346983690739405,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.64,7.393546996523985,26.64759871863186,2.5129409792010673,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.66,7.132777308622579,26.563423885877942,2.4062911965722167,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.68,6.941901402354258,27.377588036092792,1.8108639161925426,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.7000000000000001,6.828078148810173,26.548870419303928,2.154060144631661,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.72,7.0704043021480585,27.152481672800956,2.4860696820604393,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.74,7.285306467166815,26.894277987394116,3.2244028066517885,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.76,7.510910827921187,26.79800563168861,2.195371506220332,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.78,7.092138835414996,26.82919978281463,1.7567035821308372,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
0.8,6.959552769615653,26.941883728953513,2.6550268388116733,1,synthetic,Marche sur les pointes synthétique,generated_toe_walk.csv
